405557989,405584978,26989
463924400,463966321,41921
519861549,519890082,28533
576444641,576470467,25826
631654467,631683513,29046
690874925,690904137,29212
747469540,747498754,29214
815989737,816118555,128818
874011676,874048823,37147
937232170,937268602,36432
994221908,994247026,25118
51078060,51109557,31497
117449802,117483050,33248
180959971,180990762,30791
237256527,237280001,23474
293923829,293985962,62133
350482529,350510573,28044
406712990,406735180,22190
462667362,462702554,35192
517291966,517322116,30150
580026471,580056612,30141
637900701,637985657,84956
694014854,694039221,24367
751464778,751495387,30609
809301678,809331345,29667
879121014,879160904,39890
939717698,939746766,29068
997852353,997875722,23369
55068682,55236158,167476
113677125,113713838,36713
182433321,182508640,75319
245507163,245530095,22932
303016681,303076031,59350
360324229,360352502,28273
417929638,417959221,29583
473553199,473588137,34938
529221794,529250922,29128
587172120,587281762,109642
646422981,646445447,22466
704161900,704247659,85759
765686975,765712870,25895
824750747,824781259,30512
886732806,886797912,65106
953267339,953301737,34398
10026380,10057774,31394
67720628,67749309,28681
125898165,125930021,31856
185293905,185327955,34050
248767059,248803122,36063
311137765,311168406,30641
375798108,375828233,30125
432243739,432265476,21737
491680803,491708500,27697
548444977,548472662,27685
607104213,607134596,30383
665068553,665091627,23074
724133220,724159248,26028
782771841,782834579,62738
842341329,842366221,24892
903489500,903533326,43826
977809687,977844767,35080
42754480,42789909,35429
100517531,100565942,48411
159032010,159062073,30063
218941334,218971653,30319
277361768,277393882,32114
348255884,348284009,28125
405996663,406020606,23943
464754515,464786282,31767
521048320,521089450,41130
584725890,584757348,31458
641733695,641762698,29003
700302966,700331064,28098
759302624,759332416,29792
818148133,818177078,28945
876134129,876165397,31268
937466539,937498972,32433
4097350,4135552,38202
77148046,77209028,60982
136641692,136665345,23653
198512384,198542636,30252
257339530,257382885,43355
376697783,376733795,36012
440097077,440126004,28927
498290246,498320759,30513
555896587,555921010,24423
614508060,614537795,29735
672471441,672520093,48652
735998628,736031640,33012
800200689,800230363,29674
859630906,859659974,29068
922220045,922273971,53926
981514961,981543766,28805
39863660,39896153,32493
104445482,104579926,134444
175539263,175567698,28435
234615332,234653690,38358
295136833,295162735,25902
360096509,360126501,29992
424451476,424497436,45960
