iteration,before,after,diff
848,584120509,584121563,1054
849,584121778,584122829,1051
850,584123045,584124104,1059
851,584137362,584138491,1129
852,584138740,584139808,1068
853,584140024,584141089,1065
854,584141309,584142366,1057
855,584142582,584143643,1061
856,584143858,584144919,1061
857,584145135,584146197,1062
858,584146414,584147473,1059
859,584147691,584148747,1056
860,584148966,584150023,1057
861,584150238,584151297,1059
862,584151513,584152567,1054
863,584152784,584153837,1053
864,584154053,584155109,1056
865,584155325,584156382,1057
866,584156600,584157659,1059
867,584157875,584158936,1061
868,584159153,584160209,1056
869,584160425,584161484,1059
870,584161701,584162761,1060
871,584162976,584164039,1063
872,584164257,584165317,1060
873,584165534,584166592,1058
874,584166808,584167868,1060
875,584168084,584169145,1061
876,584169361,584170417,1056
877,584170634,584171691,1057
878,584171908,584172966,1058
879,584173184,584174247,1063
880,584174463,584175531,1068
881,584175748,584176805,1057
882,584177021,584178082,1061
883,584178299,584179356,1057
884,584179573,584180631,1058
885,584180847,584181904,1057
886,584182120,584183177,1057
887,584183394,584184448,1054
888,584184662,584185717,1055
889,584185932,584186990,1058
890,584187205,584188268,1063
891,584188482,584189536,1054
892,584189753,584190810,1057
893,584191027,584192083,1056
894,584192299,584193355,1056
895,584193571,584194630,1059
896,584194845,584195901,1056
897,584196116,584197177,1061
898,584197393,584198453,1060
899,584198671,584199728,1057
900,584199943,584201007,1064
901,584201225,584202288,1063
902,584202506,584203571,1065
903,584203786,584204845,1059
904,584205061,584206123,1062
905,584206340,584207398,1058
906,584207614,584208672,1058
907,584208888,584209943,1055
908,584210162,584211223,1061
909,584211440,584212494,1054
910,584212710,584213769,1059
911,584213985,584215049,1064
912,584215267,584216325,1058
913,584216541,584217594,1053
914,584217811,584218868,1057
915,584219082,584220139,1057
916,584220354,584221408,1054
917,584221623,584222677,1054
918,584222893,584223949,1056
919,584224166,584225225,1059
920,584225441,584226502,1061
921,584226719,584227776,1057
922,584227993,584229054,1061
923,584229271,584230331,1060
924,584230550,584231609,1059
925,584231825,584232886,1061
926,584233102,584234164,1062
927,584234381,584235446,1065
928,584235662,584236721,1059
929,584236940,584237999,1059
930,584238214,584239276,1062
931,584239491,584240550,1059
932,584240766,584241828,1062
933,584242043,584243098,1055
934,584243315,584244375,1060
935,584244593,584245648,1055
936,584245863,584246921,1058
937,584247136,584248189,1053
938,584248407,584249464,1057
939,584249680,584250738,1058
940,584250954,584252014,1060
941,584252230,584253289,1059
942,584253505,584254563,1058
943,584254779,584255834,1055
944,584256052,584257109,1057
945,584257325,584258383,1058
946,584258599,584259656,1057
947,584259871,584260929,1058
948,584261147,584262208,1061
949,584262425,584263485,1060
950,584263703,584264765,1062
951,584264981,584266044,1063
952,584266262,584267325,1063
953,584267541,584268599,1058
954,584268817,584269876,1059
955,584270093,584271152,1059
956,584271368,584272423,1055
957,584272638,584273695,1057
958,584273912,584274968,1056
959,584275186,584276247,1061
960,584276463,584277524,1061
961,584277739,584278793,1054
962,584279009,584280067,1058
963,584280285,584281342,1057
964,584281558,584282616,1058
965,584282831,584283887,1056
966,584284104,584285161,1057
967,584285378,584286436,1058
968,584286652,584287704,1052
969,584287936,584289002,1066
970,584289218,584290279,1061
971,584290495,584291553,1058
972,584291771,584292828,1057
973,584293045,584294103,1058
974,584294320,584295378,1058
975,584295595,584296660,1065
976,584296878,584297941,1063
977,584298158,584299215,1057
978,584299432,584300492,1060
979,584300709,584301770,1061
980,584301987,584303047,1060
981,584303264,584304318,1054
982,584304533,584305589,1056
983,584305806,584306868,1062
984,584307085,584308141,1056
985,584308358,584309415,1057
986,584309631,584310688,1057
987,584310905,584311964,1059
988,584312273,584313333,1060
989,584313548,584314606,1058
990,584314821,584315880,1059
991,584316096,584317152,1056
992,584321914,584322993,1079
993,584323269,584324332,1063
994,584324555,584325617,1062
995,584325836,584326897,1061
996,584327113,584328170,1057
997,584328388,584329447,1059
998,584329664,584330721,1057
999,584330939,584332002,1063
