0,915295570,27275915295570
0,917045250,27275917045250
0,918704481,27275918704481
0,920426110,27275920426110
0,922244927,27275922244927
0,924155337,27275924155337
0,925817287,27275925817287
0,927705219,27275927705219
0,929354887,27275929354887
0,930978506,27275930978506
0,932629727,27275932629727
0,934407849,27275934407849
0,936073285,27275936073285
0,937733542,27275937733542
0,939715577,27275939715577
0,941335883,27275941335883
0,943167264,27275943167264
0,944840923,27275944840923
0,946440536,27275946440536
0,948051054,27275948051054
0,949555645,27275949555645
0,951059102,27275951059102
0,953007960,27275953007960
0,954894075,27275954894075
0,956987907,27275956987907
0,958627222,27275958627222
0,960280247,27275960280247
0,961920415,27275961920415
0,963871517,27275963871517
0,965696243,27275965696243
0,967395773,27275967395773
0,969036324,27275969036324
0,970610495,27275970610495
0,972478189,27275972478189
0,974343433,27275974343433
0,976039275,27275976039275
0,977658399,27275977658399
0,979368131,27275979368131
0,980986398,27275980986398
0,982748407,27275982748407
0,984695355,27275984695355
0,986332514,27275986332514
0,988248597,27275988248597
0,990317801,27275990317801
0,992125190,27275992125190
0,994112305,27275994112305
0,995873445,27275995873445
0,997591674,27275997591674
0,999233763,27275999233763
0,846603,27276000846603
0,2525557,27276002525557
0,4184777,27276004184777
0,6710100,27276006710100
0,8525264,27276008525264
0,10162722,27276010162722
0,11947072,27276011947072
0,13879441,27276013879441
0,15566003,27276015566003
0,17245098,27276017245098
0,18863483,27276018863483
0,20583485,27276020583485
0,22676168,27276022676168
0,24609384,27276024609384
0,26249034,27276026249034
0,28010791,27276028010791
0,29618603,27276029618603
0,31244069,27276031244069
0,32876186,27276032876186
0,34555070,27276034555070
0,36289792,27276036289792
0,37897634,27276037897634
0,40621071,27276040621071
0,42420548,27276042420548
0,44142690,27276044142690
0,45772340,27276045772340
0,47476706,27276047476706
0,49074644,27276049074644
0,50712797,27276050712797
0,52402417,27276052402417
0,54177554,27276054177554
0,56318112,27276056318112
0,58032287,27276058032287
0,59727892,27276059727892
0,61395789,27276061395789
0,63192688,27276063192688
0,64669003,27276064669003
0,66252959,27276066252959
0,68060715,27276068060715
0,69829012,27276069829012
0,71509022,27276071509022
0,73553677,27276073553677
0,75268374,27276075268374
0,76994462,27276076994462
0,78671470,27276078671470
0,80403802,27276080403802
0,81958190,27276081958190
0,83816744,27276083816744
0,85527217,27276085527217
0,87304281,27276087304281
0,89106887,27276089106887
