iteration,before,after,diff
245,597771734,597773305,1571
246,597773527,597775104,1577
247,597775320,597776889,1569
248,597777108,597778675,1567
249,597778892,597782947,4055
250,597783201,597784781,1580
251,597785002,597786577,1575
252,597786801,597788369,1568
253,597788585,597790149,1564
254,597790370,597791946,1576
255,597792161,597793732,1571
256,597793952,597795534,1582
257,597795751,597797322,1571
258,597797540,597799112,1572
259,597799328,597800899,1571
260,597801116,597802691,1575
261,597802910,597804479,1569
262,597804699,597806274,1575
263,597806490,597808069,1579
264,597808288,597809860,1572
265,597810077,597811649,1572
266,597811865,597813434,1569
267,597813655,597815232,1577
268,597815448,597817018,1570
269,597817234,597818800,1566
270,597819018,597820596,1578
271,597820818,597822388,1570
272,597822605,597824176,1571
273,597824391,597825958,1567
274,597826177,597827750,1573
275,597827968,597829537,1569
276,597829756,597831334,1578
277,597831553,597833128,1575
278,597833347,597834918,1571
279,597835135,597836712,1577
280,597836929,597838502,1573
281,597838722,597841662,2940
282,597842048,597846106,4058
283,597846528,597851183,4655
284,597852048,597854986,2938
285,597855353,597857512,2159
286,597874864,597877381,2517
287,597878238,597880432,2194
288,597880790,597882786,1996
289,597883142,597884921,1779
290,597885284,597887419,2135
291,597887814,597889867,2053
292,597890216,597896648,6432
293,597897173,597899234,2061
294,597899670,597901708,2038
295,597902126,597904132,2006
296,597904565,597906638,2073
297,597907010,597909268,2258
298,597909647,597912064,2417
299,597912590,597914628,2038
300,597915013,597917183,2170
301,597917588,597919601,2013
302,597919976,597922100,2124
303,597922880,597925028,2148
304,597925818,597927920,2102
305,597928660,597930896,2236
306,597931688,597934134,2446
307,597934534,597936859,2325
308,597937268,597939347,2079
309,597939786,597941882,2096
310,597942420,597944378,1958
311,597944795,597946873,2078
312,597947740,597950329,2589
313,597950750,597974032,23282
314,597975130,597977686,2556
315,597978157,597980418,2261
316,597980821,597982992,2171
317,597983478,597985622,2144
318,597985999,597988061,2062
319,597988466,597990655,2189
320,597991081,597992958,1877
321,597993410,597995313,1903
322,597995756,597997716,1960
323,597998152,598000021,1869
324,598000458,598002355,1897
325,598002802,598004732,1930
326,598005162,598007020,1858
327,598007451,598009321,1870
328,598009757,598011647,1890
329,598012081,598013895,1814
330,598014322,598016223,1901
331,598016652,598018464,1812
332,598018910,598020882,1972
333,598021321,598023180,1859
334,598023626,598025628,2002
335,598026075,598033069,6994
336,598033555,598035476,1921
337,598035907,598037728,1821
338,598038160,598040104,1944
339,598040547,598042510,1963
340,598042941,598044808,1867
341,598045233,598047093,1860
342,598047525,598049383,1858
343,598049817,598051689,1872
344,598052169,598054200,2031
345,598054645,598056579,1934
346,598057022,598058939,1917
347,598059392,598061240,1848
348,598061669,598063574,1905
349,598064031,598065914,1883
350,598066343,598068263,1920
351,598068712,598070602,1890
352,598071037,598072859,1822
353,598073304,598075189,1885
354,598075634,598077492,1858
355,598077935,598079878,1943
356,598080308,598082130,1822
357,598082575,598084478,1903
358,598084920,598086863,1943
359,598087314,598089280,1966
360,598089725,598091640,1915
361,598092077,598094002,1925
362,598094447,598096330,1883
363,598096769,598098700,1931
364,598099132,598101039,1907
365,598101484,598103392,1908
366,598103827,598105794,1967
367,598106234,598108135,1901
368,598108571,598110530,1959
369,598110966,598112886,1920
370,598113327,598115294,1967
371,598115730,598117620,1890
372,598118073,598119974,1901
373,598120412,598122327,1915
374,598122773,598124728,1955
375,598125156,598127139,1983
376,598127589,598129498,1909
377,598129937,598137659,7722
378,598138163,598140066,1903
379,598140483,598142375,1892
380,598142810,598144691,1881
381,598145149,598147045,1896
382,598147490,598149408,1918
383,598149847,598151801,1954
384,598152241,598154129,1888
385,598154576,598156500,1924
386,598156945,598158906,1961
387,598159362,598161277,1915
388,598161694,598163632,1938
389,598164055,598165947,1892
390,598166380,598168302,1922
391,598168743,598170618,1875
392,598171059,598172934,1875
393,598173369,598175250,1881
394,598175689,598177567,1878
395,598177987,598179916,1929
396,598180351,598182224,1873
397,598182660,598184588,1928
398,598185031,598187001,1970
399,598187444,598189333,1889
400,598189768,598191693,1925
401,598192134,598194015,1881
402,598194463,598196334,1871
403,598196773,598198682,1909
404,598199582,598201472,1890
405,598201913,598203823,1910
406,598204269,598206151,1882
407,598206577,598208507,1930
408,598208946,598210821,1875
409,598211263,598213177,1914
410,598213614,598215619,2005
411,598216050,598217973,1923
412,598218418,598220332,1914
413,598220754,598222716,1962
414,598223161,598225024,1863
415,598225466,598227382,1916
416,598227822,598229733,1911
417,598230177,598232056,1879
418,598232494,598234456,1962
419,598234908,598236907,1999
420,598237359,598245162,7803
421,598245625,598247603,1978
422,598248045,598249923,1878
423,598250369,598252291,1922
424,598252741,598255014,2273
425,598255455,598257370,1915
426,598257819,598260432,2613
427,598272750,598274945,2195
428,598275406,598277262,1856
429,598277708,598279594,1886
430,598280040,598281955,1915
431,598282399,598284320,1921
432,598284756,598286774,2018
433,598287217,598289103,1886
434,598289549,598291433,1884
435,598291878,598293805,1927
436,598294243,598296164,1921
437,598296621,598298517,1896
438,598298957,598300877,1920
439,598301336,598303223,1887
440,598303675,598305542,1867
441,598305987,598307907,1920
442,598308333,598310214,1881
443,598310661,598312531,1870
444,598312987,598314850,1863
445,598315312,598317203,1891
446,598317655,598319572,1917
447,598320003,598321923,1920
448,598322350,598324276,1926
449,598324718,598326679,1961
450,598327125,598328998,1873
451,598329444,598331363,1919
452,598331810,598333712,1902
453,598334148,598336024,1876
454,598336449,598338342,1893
455,598338789,598341472,2683
456,598341925,598343794,1869
457,598344239,598346121,1882
458,598346563,598348502,1939
459,598348946,598350817,1871
460,598351265,598353146,1881
461,598353586,598355511,1925
462,598355953,598357917,1964
463,598358363,598363588,5225
464,598364062,598365954,1892
465,598366393,598368309,1916
466,598368753,598370770,2017
467,598371219,598373129,1910
468,598373558,598375545,1987
469,598375981,598377859,1878
470,598378303,598380179,1876
471,598380625,598382541,1916
472,598382982,598384897,1915
473,598385344,598387220,1876
474,598387680,598389577,1897
475,598390023,598391902,1879
476,598392342,598394265,1923
477,598394687,598396577,1890
478,598397019,598398984,1965
479,598399427,598401345,1918
480,598401790,598403654,1864
481,598404093,598405975,1882
482,598406399,598408253,1854
483,598408696,598410579,1883
484,598411018,598412932,1914
485,598413374,598415341,1967
486,598415780,598417770,1990
487,598418206,598420093,1887
488,598420538,598422459,1921
489,598422900,598424816,1916
490,598425259,598427141,1882
491,598427585,598429504,1919
492,598429947,598431827,1880
493,598432265,598434143,1878
494,598434599,598436676,2077
495,598437116,598439042,1926
496,598439483,598441402,1919
497,598441847,598443780,1933
498,598444221,598446099,1878
499,598446553,598448458,1905
500,598448906,598450765,1859
501,598451201,598453082,1881
502,598453525,598455439,1914
503,598455870,598457743,1873
504,598458185,598460066,1881
505,598460521,598465403,4882
506,598465866,598467841,1975
507,598468283,598470256,1973
508,598470700,598472622,1922
509,598473068,598474947,1879
510,598475389,598477301,1912
511,598477750,598479626,1876
