iteration,before,after,diff
672,603376942,603377995,1053
673,603378212,603379268,1056
674,603379484,603380540,1056
675,603380757,603381811,1054
676,603382029,603383083,1054
677,603383299,603384356,1057
678,603384573,603385632,1059
679,603385847,603386905,1058
680,603387121,603388171,1050
681,603388385,603389438,1053
682,603389654,603390704,1050
683,603390921,603391969,1048
684,603392187,603393239,1052
685,603393454,603394507,1053
686,603394789,603395848,1059
687,603396066,603397128,1062
688,603397344,603398399,1055
689,603398615,603399677,1062
690,603399893,603400953,1060
691,603401168,603402225,1057
692,603402443,603403504,1061
693,603403721,603404780,1059
694,603404999,603406054,1055
695,603406271,603407326,1055
696,603407544,603408604,1060
697,603408821,603409877,1056
698,603410092,603411148,1056
699,603411365,603412416,1051
700,603412632,603413685,1053
701,603413901,603414963,1062
702,603415179,603416236,1057
703,603416452,603417507,1055
704,603417723,603418778,1055
705,603418995,603420049,1054
706,603420264,603421325,1061
707,603421541,603422595,1054
708,603422812,603423870,1058
709,603430761,603431849,1088
710,603432112,603433175,1063
711,603433401,603434466,1065
712,603434687,603435747,1060
713,603435963,603437020,1057
714,603437238,603438302,1064
715,603438520,603439576,1056
716,603439792,603440852,1060
717,603441067,603442118,1051
718,603442334,603443387,1053
719,603443603,603444657,1054
720,603444872,603445929,1057
721,603446151,603447206,1055
722,603447424,603448485,1061
723,603448701,603449759,1058
724,603449973,603451021,1048
725,603451236,603452287,1051
726,603452503,603453556,1053
727,603453771,603454822,1051
728,603455038,603456094,1056
729,603456310,603457366,1056
730,603457583,603458641,1058
731,603458859,603459917,1058
732,603460134,603461189,1055
733,603461406,603462466,1060
734,603462683,603463737,1054
735,603463953,603465011,1058
736,603465229,603466289,1060
737,603466506,603467570,1064
738,603467788,603468847,1059
739,603469064,603470128,1064
740,603470345,603471399,1054
741,603471615,603472667,1052
742,603472883,603473939,1056
743,603474155,603475214,1059
744,603475430,603476482,1052
745,603476700,603477758,1058
746,603477975,603479027,1052
747,603479245,603480301,1056
748,603480518,603481575,1057
749,603481791,603482845,1054
750,603483061,603484113,1052
751,603484329,603485380,1051
752,603485596,603486651,1055
753,603486868,603487925,1057
754,603488141,603489194,1053
755,603489409,603490462,1053
756,603490679,603491738,1059
757,603491957,603493011,1054
758,603493227,603494282,1055
759,603494499,603495556,1057
760,603495774,603496830,1056
761,603497046,603498098,1052
762,603498317,603499375,1058
763,603499592,603500647,1055
764,603500862,603501926,1064
765,603502144,603503205,1061
766,603503422,603504484,1062
767,603504700,603505759,1059
768,603505975,603507031,1056
769,603507247,603508303,1056
770,603508519,603509578,1059
771,603509793,603510846,1053
772,603511062,603512120,1058
773,603512337,603513386,1049
774,603513602,603514651,1049
775,603514868,603515917,1049
776,603516135,603517185,1050
777,603517401,603518467,1066
778,603518683,603519735,1052
779,603519953,603521006,1053
780,603521222,603522276,1054
781,603522492,603523547,1055
782,603523763,603524822,1059
783,603525039,603526099,1060
784,603526315,603527370,1055
785,603527586,603528643,1057
786,603528862,603529923,1061
787,603530139,603531198,1059
788,603531414,603532472,1058
789,603532691,603533746,1055
790,603533962,603535023,1061
791,603535240,603536298,1058
792,603536514,603537572,1058
793,603537788,603538845,1057
794,603539062,603540123,1061
795,603540339,603541396,1057
796,603541612,603542667,1055
797,603542882,603543936,1054
798,603544152,603545206,1054
799,603545422,603546477,1055
800,603546695,603547747,1052
801,603547961,603549016,1055
802,603549232,603550285,1053
803,603550502,603551559,1057
804,603551774,603552829,1055
805,603553047,603554105,1058
806,603554321,603555378,1057
807,603555595,603556648,1053
808,603556864,603557914,1050
809,603558131,603559181,1050
810,603559398,603560456,1058
811,603560675,603561732,1057
812,603561951,603563007,1056
813,603563223,603564284,1061
814,603564501,603565561,1060
815,603565776,603566836,1060
816,603567052,603568107,1055
817,603568323,603569379,1056
818,603569597,603570658,1061
819,603570874,603571929,1055
820,603572145,603573199,1054
821,603573416,603574471,1055
822,603574687,603575741,1054
823,603575958,603577012,1054
824,603577230,603578279,1049
825,603578495,603579546,1051
826,603579763,603580813,1050
827,603581046,603582100,1054
828,603582318,603583369,1051
829,603583586,603584638,1052
830,603584854,603585968,1114
831,603586185,603587241,1056
832,603587458,603588510,1052
833,603588727,603589785,1058
834,603590002,603591058,1056
835,603591275,603592334,1059
836,603592552,603593610,1058
837,603593826,603594880,1054
838,603595097,603596152,1055
839,603596369,603597425,1056
840,603597641,603598695,1054
841,603598912,603599983,1071
842,603600201,603601264,1063
843,603601480,603602537,1057
844,603602753,603603806,1053
845,603604022,603605078,1056
846,603605296,603606351,1055
847,603606567,603607623,1056
848,603607840,603608889,1049
849,603609106,603610162,1056
850,603610379,603611434,1055
851,603616107,603617185,1078
852,603617428,603618485,1057
853,603618710,603619765,1055
854,603619981,603621038,1057
855,603621255,603622312,1057
856,603622531,603623585,1054
857,603623802,603624857,1055
858,603625074,603626132,1058
859,603626351,603627406,1055
860,603627623,603628680,1057
861,603628897,603629956,1059
862,603630173,603631233,1060
863,603631451,603632508,1057
864,603632725,603633780,1055
865,603633996,603635052,1056
866,603635268,603636326,1058
867,603636543,603637598,1055
868,603637813,603638867,1054
869,603639082,603640138,1056
870,603640354,603641407,1053
871,603641624,603642681,1057
872,603642896,603643954,1058
873,603644171,603645223,1052
874,603645439,603646494,1055
875,603646710,603647761,1051
876,603647977,603649030,1053
877,603649246,603650297,1051
878,603650514,603651570,1056
879,603651786,603652845,1059
880,603653060,603654121,1061
881,603654337,603655392,1055
882,603655608,603656663,1055
883,603656879,603657938,1059
884,603658154,603659209,1055
885,603659426,603660485,1059
886,603660701,603661756,1055
887,603661972,603663031,1059
888,603663248,603664804,1556
889,603665236,603666457,1221
890,603666792,603668089,1297
891,603668476,603669803,1327
892,603670242,603671547,1305
893,603672001,603673263,1262
894,603673690,603675095,1405
895,603675386,603676582,1196
896,603676834,603677890,1056
897,603678110,603679165,1055
898,603679385,603680435,1050
899,603680651,603681702,1051
900,603681920,603683042,1122
901,603683361,603684772,1411
902,603685141,603686333,1192
903,603686725,603687898,1173
904,603688361,603689607,1246
905,603690055,603691346,1291
906,603691780,603693365,1585
907,603693619,603694673,1054
908,603694892,603695948,1056
909,603696164,603697223,1059
910,603697442,603698504,1062
911,603698723,603699774,1051
912,603699990,603701616,1626
913,603702081,603703339,1258
914,603703741,603704920,1179
915,603705303,603706489,1186
916,603706886,603708139,1253
917,603708589,603709795,1206
918,603710244,603711507,1263
919,603711761,603712818,1057
920,603713037,603714089,1052
921,603714306,603715360,1054
922,603715581,603717135,1554
923,603717571,603718797,1226
924,603719240,603720444,1204
925,603720857,603722044,1187
926,603722488,603723691,1203
927,603724134,603725566,1432
928,603725856,603727068,1212
929,603727323,603728378,1055
930,603728598,603729653,1055
931,603729872,603730935,1063
932,603731155,603732212,1057
933,603732429,603733485,1056
934,603733703,603734755,1052
935,603734976,603736036,1060
936,603736253,603737306,1053
937,603737524,603738578,1054
938,603738794,603739846,1052
939,603740066,603741120,1054
940,603741338,603742925,1587
941,603743350,603744608,1258
942,603744986,603746199,1213
943,603746612,603749802,3190
944,603750386,603751644,1258
945,603752077,603753309,1232
946,603753759,603755264,1505
947,603755938,603757599,1661
948,603758285,603759542,1257
949,603762046,603763331,1285
950,603763968,603765194,1226
951,603765724,603767089,1365
952,603767355,603768495,1140
953,603768820,603770218,1398
954,603770604,603771960,1356
955,603772358,603773630,1272
956,603774030,603777090,3060
957,603778167,603779374,1207
958,603782024,603783281,1257
959,603783928,603785143,1215
960,603785692,603787103,1411
961,603787357,603788509,1152
962,603788969,603790156,1187
963,603790533,603791692,1159
964,603792088,603809084,16996
965,603809544,603810819,1275
966,603811218,603812497,1279
967,603814910,603816302,1392
968,603817299,603834360,17061
969,603835187,603838239,3052
970,603838977,603840183,1206
971,603840685,603842438,1753
972,603842721,603843854,1133
973,603844181,603845513,1332
974,603845899,603847082,1183
975,603847490,603848795,1305
976,603849235,603852215,2980
977,603852860,603854019,1159
978,603854399,603855596,1197
979,603856013,603857213,1200
980,603857594,603858961,1367
981,603859424,603860626,1202
982,603861059,603878158,17099
983,603878668,603880340,1672
984,603880715,603881878,1163
985,603882270,603883630,1360
986,603884062,603885264,1202
987,603885721,603886961,1240
988,603887399,603888601,1202
989,603889104,603890293,1189
990,603890760,603891967,1207
991,603892394,603893589,1195
992,603904680,603905971,1291
993,603906392,603907575,1183
994,603908046,603909226,1180
995,603909721,603910931,1210
996,603911439,603912629,1190
997,603913088,603914302,1214
998,603914766,603916012,1246
999,603916465,603917665,1200
